id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,price_doc
18642,5/20/2014,74,45,7,17,1,1985,3,10,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,14000000
18997,5/28/2014,41,25,3,5,2,1963,2,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,2000000
19096,5/29/2014,18,13,4,5,2,1964,1,2,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,4250000
19174,5/30/2014,53,32,9,17,1,1985,2,9,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,4300000
19225,6/2/2014,50,28,2,16,1,1990,2,12,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,10000000
19352,6/4/2014,32,18,5,5,2,1960,1,6,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,4800000
19918,6/20/2014,40,25,5,5,2,1965,2,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,1000000
20137,6/25/2014,119,65,8,25,4,2005,3,18,4,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,22500000
20191,6/26/2014,45,30,4,9,1,1972,2,6,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,8300000
20249,6/27/2014,30,18,6,9,2,1972,1,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5380000
20346,6/28/2014,39,20,8,12,1,1980,1,8,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7400000
20417,6/30/2014,85,47,11,17,1,2008,3,11,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,3000000
21077,7/24/2014,42,28,1,5,2,1963,2,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,6000000
21176,7/30/2014,44,28,5,5,1,1969,1,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7290000
21223,8/1/2014,42,28,1,5,2,1963,2,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,6500000
21303,8/5/2014,31,18,2,5,2,1965,1,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5600000
21620,8/18/2014,39,25,4,5,2,1965,2,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,2000000
21836,8/23/2014,26,13,3,9,2,1968,1,6,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5350000
21971,8/28/2014,41,26,4,5,2,1966,2,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,6750000
22133,9/2/2014,31,17,2,4,2,1962,1,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,4880000
22455,9/12/2014,43,29,2,5,2,1964,2,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7100000
22569,9/16/2014,31,21,1,9,5,1966,1,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5700000
22584,9/16/2014,31,21,6,9,1,1965,1,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5400000
22757,9/22/2014,31,21,1,9,5,1966,1,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5300000
23385,10/8/2014,100,64,20,22,1,1985,4,10,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,12000000
23739,10/20/2014,37,22,6,9,5,1966,2,7,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7300000
23854,10/22/2014,51,30,6,17,1,1993,2,8,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7700000
24065,10/28/2014,31,21,1,9,5,1966,1,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5200000
24309,11/5/2014,40,28,1,5,2,1962,2,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,3000000
24404,11/7/2014,36,22,8,9,5,1966,2,7,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7100000
25007,11/20/2014,44,29,4,5,2,1962,2,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7500000
25191,11/24/2014,63,62,4,17,1,1981,3,6,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,10000000
25485,11/28/2014,26,13,2,9,2,1968,1,6,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5000000
25629,12/2/2014,60,44,5,9,1,1969,3,6,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,9500000
26063,12/9/2014,69,33,12,16,4,2013,2,12,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,16499110
26232,12/11/2014,36,22,6,9,2,1963,2,7,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,6700000
26727,12/18/2014,29,16,4,5,2,1965,1,5,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5400000
26741,12/18/2014,62,45,3,12,1,1981,3,6,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,11500000
26977,12/20/2014,44,31,9,9,5,1966,2,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7200000
27322,1/16/2015,36,20,9,9,1,1978,1,6,1,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,5600000
28643,3/26/2015,62,60,1,9,1,1971,3,8,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,1000000
28673,3/27/2015,99,64,21,22,1,1985,4,10,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,15000000
28787,4/1/2015,62,33,12,17,1,2002,2,12,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,12000000
29491,4/30/2015,42,19,9,12,5,1972,1,9,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,6950000
29517,4/30/2015,66,44,6,12,5,1968,3,9,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,10100000
29771,5/18/2015,38,19,5,22,1,1989,1,10,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7100000
30301,6/17/2015,105,65,22,22,1,1997,4,10,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,14300000
30375,6/23/2015,78,44,10,22,1,1998,3,9,3,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,12500000
30414,6/25/2015,43,28,2,5,2,1962,2,5,2,Investment,Juzhnoe Tushino,7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,NA,0,0,10,1,no,0,1,4,no,no,no,no,no,no,no,no,7500000
8734,6/27/2013,38,24,1,5,2,1962,2,5,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6300000
10417,9/11/2013,93,51,4,9,2,1960,3,14,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,15000000
10429,9/11/2013,77,44,11,22,1,1990,3,10,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,10100000
10848,9/30/2013,91,56,6,14,6,2010,3,11,1,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,19250000
11051,10/7/2013,30,18,4,5,2,1963,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6800000
11108,10/9/2013,62,35,7,8,2,1962,2,8,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,11150000
11562,10/25/2013,65,43,13,13,2,1977,3,8,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8500000
11678,10/30/2013,43,41,9,17,1,2001,1,7,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,9400000
12124,11/14/2013,29,18,1,5,2,1963,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,1000000
12429,11/23/2013,30,18,6,9,2,1966,1,5,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,5800000
12641,11/29/2013,106,66,4,9,2,1939,4,14,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,17000000
12844,12/5/2013,50,32,1,4,2,1959,2,7,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7700000
13187,12/17/2013,82,55,3,5,2,1937,3,11,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,11200000
13764,1/15/2014,71,42,14,16,1,1968,3,7,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8000000
14027,1/23/2014,74,45,2,17,1,1989,3,10,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,10850000
14041,1/23/2014,75,45,17,17,1,1989,3,10,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,12600000
14081,1/24/2014,30,18,5,5,2,1961,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,5200000
14179,1/27/2014,40,25,9,16,1,1967,2,6,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7100000
14240,1/28/2014,43,24,4,8,2,1959,2,4,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7350000
14241,1/28/2014,82,55,4,5,2,1937,3,10,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,12500000
14440,1/31/2014,61,37,8,9,1,1967,3,6,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,9000000
14664,2/6/2014,42,28,9,9,2,1965,2,4,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6400000
14762,2/8/2014,32,21,9,9,5,1961,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,5800000
15028,2/14/2014,33,20,2,9,2,1966,2,6,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6200000
15860,3/10/2014,40,25,5,16,1,1968,2,6,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,4900000
16165,3/18/2014,38,19,15,17,1,1990,1,8,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7000000
16174,3/18/2014,57,38,8,12,2,1972,3,8,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,15500000
16228,3/19/2014,89,56,4,9,2,1957,3,9,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,13200000
16286,3/20/2014,54,30,6,14,6,2003,2,11,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,12700000
16442,3/24/2014,42,24,4,8,2,1959,2,4,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8800000
16461,3/25/2014,45,29,8,8,2,1961,2,7,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7850000
16491,3/25/2014,53,33,9,9,1,1968,3,6,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6300000
16510,3/25/2014,31,18,1,8,2,1959,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,4800000
16521,3/25/2014,40,24,4,8,1,1960,2,5,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7500000
17115,4/8/2014,53,35,14,30,6,2012,2,5,1,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8099041
17161,4/8/2014,36,17,3,5,2,1951,1,8,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6200000
17271,4/11/2014,99,66,4,9,2,1962,4,8,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,16900000
17493,4/16/2014,29,29,2,9,2,1966,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6100000
17712,4/22/2014,40,22,2,5,2,1961,1,8,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6400000
17746,4/23/2014,53,32,2,8,2,1956,2,8,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,11000000
18048,4/30/2014,25,13,8,16,1,1993,1,7,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,4250000
18184,5/6/2014,53,33,1,16,1,1968,3,6,1,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,6200000
18211,5/7/2014,57,36,5,5,2,1957,2,5,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,13700000
18438,5/14/2014,72,51,6,6,2,1959,3,7,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,11600000
18676,5/21/2014,30,18,4,5,2,1962,1,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,5900000
19010,5/28/2014,59,34,8,10,2,1958,2,8,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,10650000
19167,5/30/2014,116,73,4,9,2,1957,4,10,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,16500000
19572,6/10/2014,56,38,5,30,4,2012,1,14,1,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7250000
19734,6/17/2014,32,17,3,5,2,1953,1,7,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,2000000
19773,6/18/2014,40,26,7,9,2,1966,2,4,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,4000000
20320,6/28/2014,53,38,4,16,1,1967,3,6,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8700000
20393,6/30/2014,41,27,8,8,2,1960,2,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,4000000
21455,8/12/2014,92,54,3,17,6,2005,3,12,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,10400000
21951,8/27/2014,87,57,3,3,2,1950,3,9,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,10900000
23423,10/9/2014,55,36,1,9,2,1962,3,4,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8300000
23574,10/15/2014,35,18,1,5,2,1951,1,8,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,9200000
23618,10/16/2014,83,52,5,12,4,2002,3,10,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,17500000
23875,10/23/2014,59,43,8,9,2,1966,3,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,10000000
24246,10/31/2014,31,15,1,5,2,1951,1,7,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,4000000
25219,11/24/2014,44,28,5,9,2,1965,2,5,2,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,8500000
25271,11/25/2014,31,18,4,9,2,1963,1,7,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,7100000
25409,11/27/2014,59,34,13,17,1,1990,2,10,3,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,1988,2,4472,4390,2,0,1450,4,0,4,1,no,0,7,6,no,no,no,no,no,yes,no,no,11300000
